Sl no.,DistrictName,MarketName,Commodity,Variety,Grade,min_price,max_price,modal_price,PriceDate
29692,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,01-Jun-20
29693,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,31-May-20
29694,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,30-May-20
29695,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,29-May-20
29696,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,28-May-20
29697,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,27-May-20
29698,Mysore,Nanjangud,Tomato,Tomato,FAQ,200,400,300,26-May-20
29699,Mysore,Nanjangud,Tomato,Tomato,FAQ,200,400,300,25-May-20
29700,Mysore,Nanjangud,Tomato,Tomato,FAQ,200,400,300,24-May-20
29701,Mysore,Nanjangud,Tomato,Tomato,FAQ,200,400,300,23-May-20
29702,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,800,700,22-May-20
29703,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,21-May-20
29704,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,20-May-20
29705,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,19-May-20
29706,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,18-May-20
29707,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,17-May-20
29708,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,16-May-20
29709,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,15-May-20
29710,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,14-May-20
29711,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,450,13-May-20
29712,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,12-May-20
29713,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,550,11-May-20
29714,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,10-May-20
29715,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,09-May-20
29716,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,08-May-20
29717,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,550,07-May-20
29718,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,06-May-20
29719,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,05-May-20
29720,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,500,400,04-May-20
29721,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,400,300,03-May-20
29722,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,02-May-20
29723,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,01-May-20
29724,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,400,300,30-Apr-20
29725,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,400,300,29-Apr-20
29726,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,28-Apr-20
29727,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,27-Apr-20
29728,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,26-Apr-20
29729,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,25-Apr-20
29730,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,500,400,24-Apr-20
29731,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,500,400,23-Apr-20
29732,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,500,400,22-Apr-20
29733,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,21-Apr-20
29734,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,500,400,20-Apr-20
29735,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,19-Apr-20
29736,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,18-Apr-20
29737,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,17-Apr-20
29738,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,16-Apr-20
29739,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,15-Apr-20
29740,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,500,400,14-Apr-20
29741,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,13-Apr-20
29742,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,500,400,12-Apr-20
29743,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,700,600,11-Apr-20
29744,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,700,600,10-Apr-20
29745,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,09-Apr-20
29746,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,900,700,08-Apr-20
29747,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,900,800,07-Apr-20
29748,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,800,700,06-Apr-20
29749,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,1000,800,05-Apr-20
29750,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,400,400,04-Apr-20
29751,Mysore,Nanjangud,Tomato,Tomato,FAQ,500,600,500,03-Apr-20
29752,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,800,800,02-Apr-20
29753,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,01-Feb-21
29754,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1100,1500,1300,30-Jan-21
29755,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,29-Jan-21
29756,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,28-Jan-21
29757,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,27-Jan-21
29758,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,26-Jan-21
29759,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,25-Jan-21
29760,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,24-Jan-21
29761,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1100,1500,1300,23-Jan-21
29762,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1200,22-Jan-21
29763,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,21-Jan-21
29764,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1200,20-Jan-21
29765,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1300,1000,19-Jan-21
29766,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,18-Jan-21
29767,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,900,17-Jan-21
29768,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1300,1000,16-Jan-21
29769,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,15-Jan-21
29770,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1200,1000,14-Jan-21
29771,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,13-Jan-21
29772,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1000,800,12-Jan-21
29773,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1300,1100,11-Jan-21
29774,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,10-Jan-21
29775,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1200,1000,09-Jan-21
29776,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,08-Jan-21
29777,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1000,800,07-Jan-21
29778,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,800,06-Jan-21
29779,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,850,05-Jan-21
29780,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,04-Jan-21
29781,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1100,900,03-Jan-21
29782,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1300,02-Jan-21
29783,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1700,1500,01-Jan-21
29784,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,31-Dec-20
29785,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,30-Dec-20
29786,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,29-Dec-20
29787,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,28-Dec-20
29788,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,26-Dec-20
29789,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1000,800,25-Dec-20
29790,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,850,24-Dec-20
29791,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,850,23-Dec-20
29792,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,22-Dec-20
29793,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1100,1000,21-Dec-20
29794,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,20-Dec-20
29795,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,19-Dec-20
29796,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,850,18-Dec-20
29797,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1250,1100,17-Dec-20
29798,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,16-Dec-20
29799,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1700,1500,15-Dec-20
29800,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1800,1600,14-Dec-20
29801,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1750,1500,13-Dec-20
29802,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1800,1500,12-Dec-20
29803,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1750,1500,11-Dec-20
29804,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1800,1600,10-Dec-20
29805,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1700,1500,09-Dec-20
29806,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,08-Dec-20
29807,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,07-Dec-20
29808,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,06-Dec-20
29809,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,05-Dec-20
29810,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,04-Dec-20
29811,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1200,1000,03-Dec-20
29812,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,02-Dec-20
29813,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,01-Dec-20
29814,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,30-Nov-20
29815,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1250,1100,28-Nov-20
29816,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1100,900,27-Nov-20
29817,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1100,1000,26-Nov-20
29818,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1200,25-Nov-20
29819,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1200,1500,1350,24-Nov-20
29820,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,23-Nov-20
29821,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,1700,1600,22-Nov-20
29822,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1700,21-Nov-20
29823,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,20-Nov-20
29824,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1800,1600,19-Nov-20
29825,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1200,1600,1400,18-Nov-20
29826,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1200,1000,17-Nov-20
29827,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,16-Nov-20
29828,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,15-Nov-20
29829,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,14-Nov-20
29830,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1250,1100,13-Nov-20
29831,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,12-Nov-20
29832,Bangalore,Ramanagara,Tomato,Tomato,FAQ,750,1050,900,11-Nov-20
29833,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,850,10-Nov-20
29834,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,09-Nov-20
29835,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1250,1100,08-Nov-20
29836,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1200,07-Nov-20
29837,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,06-Nov-20
29838,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,05-Nov-20
29839,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1200,1000,04-Nov-20
29840,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1200,03-Nov-20
29841,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,02-Nov-20
29842,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1500,1400,01-Nov-20
29843,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1500,1400,31-Oct-20
29844,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1700,1500,30-Oct-20
29845,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1500,1400,29-Oct-20
29846,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1200,1600,1400,28-Oct-20
29847,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1500,1400,27-Oct-20
29848,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1600,2000,1800,26-Oct-20
29849,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,25-Oct-20
29850,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,1700,1600,24-Oct-20
29851,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,1800,1650,23-Oct-20
29852,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1800,2200,2000,22-Oct-20
29853,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1800,21-Oct-20
29854,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1700,2300,2000,20-Oct-20
29855,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1750,19-Oct-20
29856,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1800,18-Oct-20
29857,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1900,1600,17-Oct-20
29858,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1800,16-Oct-20
29859,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1750,1600,15-Oct-20
29860,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1800,14-Oct-20
29861,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2250,13-Oct-20
29862,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,12-Oct-20
29863,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2300,2150,11-Oct-20
29864,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1700,1500,10-Oct-20
29865,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,09-Oct-20
29866,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1700,08-Oct-20
29867,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1600,2000,1800,07-Oct-20
29868,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1800,06-Oct-20
29869,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1250,1750,1500,05-Oct-20
29870,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1750,04-Oct-20
29871,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1800,2300,2000,03-Oct-20
29872,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2250,02-Oct-20
29873,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1800,2200,2000,01-Oct-20
29874,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1800,2300,2000,30-Sep-20
29875,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2250,29-Sep-20
29876,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1800,2300,2000,26-Sep-20
29877,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1800,2200,2000,25-Sep-20
29878,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2250,24-Sep-20
29879,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2700,2500,23-Sep-20
29880,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2300,2000,22-Sep-20
29881,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1750,21-Sep-20
29882,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,2800,2600,20-Sep-20
29883,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2250,19-Sep-20
29884,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,18-Sep-20
29885,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2800,3200,3000,17-Sep-20
29886,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,3800,3400,16-Sep-20
29887,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3600,15-Sep-20
29888,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,14-Sep-20
29889,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,13-Sep-20
29890,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,12-Sep-20
29891,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3300,3000,11-Sep-20
29892,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3600,10-Sep-20
29893,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,09-Sep-20
29894,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,08-Sep-20
29895,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,3500,3250,07-Sep-20
29896,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,06-Sep-20
29897,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,05-Sep-20
29898,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2800,04-Sep-20
29899,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2700,2400,03-Sep-20
29900,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,02-Sep-20
29901,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2300,01-Sep-20
29902,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2400,3000,2700,31-Aug-20
29903,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,29-Aug-20
29904,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,28-Aug-20
29905,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3200,2800,27-Aug-20
29906,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3200,2800,26-Aug-20
29907,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,25-Aug-20
29908,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,24-Aug-20
29909,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,23-Aug-20
29910,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,22-Aug-20
29911,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2750,21-Aug-20
29912,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,20-Aug-20
29913,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1600,2300,2000,19-Aug-20
29914,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1600,2000,1800,18-Aug-20
29915,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1750,17-Aug-20
29916,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1700,15-Aug-20
29917,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2250,14-Aug-20
29918,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1700,2300,2000,13-Aug-20
29919,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,12-Aug-20
29920,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2100,1800,11-Aug-20
29921,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1750,10-Aug-20
29922,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1700,1500,08-Aug-20
29923,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1700,1500,07-Aug-20
29924,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,06-Aug-20
29925,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,05-Aug-20
29926,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,850,04-Aug-20
29927,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,03-Aug-20
29928,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,01-Aug-20
29929,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1200,31-Jul-20
29930,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1800,1600,30-Jul-20
29931,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,29-Jul-20
29932,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,28-Jul-20
29933,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1300,27-Jul-20
29934,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2200,1800,25-Jul-20
29935,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2400,2200,24-Jul-20
29936,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2700,2300,23-Jul-20
29937,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,22-Jul-20
29938,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1700,1350,21-Jul-20
29939,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2250,20-Jul-20
29940,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2800,2400,18-Jul-20
29941,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2800,17-Jul-20
29942,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,3500,3200,16-Jul-20
29943,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,15-Jul-20
29944,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,14-Jul-20
29945,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2600,3200,2900,13-Jul-20
29946,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3200,2800,11-Jul-20
29947,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2600,3300,3000,10-Jul-20
29948,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3200,2800,09-Jul-20
29949,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2700,08-Jul-20
29950,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2800,07-Jul-20
29951,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3200,2800,06-Jul-20
29952,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,04-Jul-20
29953,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2800,03-Jul-20
29954,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3200,2800,02-Jul-20
29955,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,01-Jul-20
29956,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3500,3000,30-Jun-20
29957,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3200,2800,29-Jun-20
29958,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,3500,3300,27-Jun-20
29959,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3300,3000,26-Jun-20
29960,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2700,25-Jun-20
29961,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2700,24-Jun-20
29962,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2600,2300,23-Jun-20
29963,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2100,2500,2300,22-Jun-20
29964,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,21-Jun-20
29965,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2000,1700,20-Jun-20
29966,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,19-Jun-20
29967,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1300,18-Jun-20
29968,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,17-Jun-20
29969,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,16-Jun-20
29970,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,15-Jun-20
29971,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,14-Jun-20
29972,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,13-Jun-20
29973,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,12-Jun-20
29974,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1200,11-Jun-20
29975,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,10-Jun-20
29976,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,09-Jun-20
29977,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,08-Jun-20
29978,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,900,07-Jun-20
29979,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1200,1000,06-Jun-20
29980,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,05-Jun-20
29981,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1300,04-Jun-20
29982,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,03-Jun-20
29983,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,02-Jun-20
29984,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,01-Jun-20
29985,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,30-May-20
29986,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,850,29-May-20
29987,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,900,800,28-May-20
29988,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,900,700,27-May-20
29989,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,900,700,26-May-20
